username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
VWNControlDesk;2017-09-06 17:18;0;0;"NEWS UPDATE Tropical Depression Harvey The death toll across the affected areas has risen to at least 70 - it could still rise further pic.twitter.com/vXpBVjYUjx";;;;"905555719826677765";https://twitter.com/VWNControlDesk/status/905555719826677765
MissTexasStan;2017-09-06 14:28;1;1;"Hurricane Harvey Texas under water Hurricane Irma Tropical storm Jose Tropical depression katia DACA California on fire TBC...";;;;"905513139210477568";https://twitter.com/MissTexasStan/status/905513139210477568
darthstar99;2017-09-06 13:25;0;1;"So the Tropical Depression in the Gulf got upgraded and got a name...that's where Harvey was born too.";;;;"905497227807907840";https://twitter.com/darthstar99/status/905497227807907840
KellyJGuide;2017-09-06 06:55;0;2;"Harvey last week. Irma this week. Jose in the Atlantic right behind Irma. New tropical depression in the gulf. Yet you act like it's a game.";;;;"905398969001549824";https://twitter.com/KellyJGuide/status/905398969001549824
newlonharper;2017-09-06 05:15;0;7;"it stronger. Harvey was a tropical depression and turned into a category 5 within under 48 hours";;;;"905373978117763073";https://twitter.com/newlonharper/status/905373978117763073
zawmintu;2017-09-06 01:03;0;1;"Hurricane Harvey , Hurricane Irma, Tropical Storm Jose, Tropical Depression THIRTEEN. Mother nature is angry! http://www. nhc.noaa.gov pic.twitter.com/Ln8Fr8Ajss";;;;"905310529425731584";https://twitter.com/zawmintu/status/905310529425731584
Facey___;2017-09-05 23:06;0;1;"Ok so.... Hurricane Harvey , Irma, tropical storm José, & NOW tropical depression 13 has formed in the gulf, like right outside of Texas... pic.twitter.com/QSTmAU2pGH";;;;"905280906503622657";https://twitter.com/Facey___/status/905280906503622657
cmarieharvey;2017-09-05 22:22;6;5;"Tropical depression forming east of Mexico, could become hurricane within days. NHC puts oil town of Veracruz on watch #OOTT";;;#OOTT;"905269841627578369";https://twitter.com/cmarieharvey/status/905269841627578369
xDEADMAN108;2017-09-05 22:13;0;0;"What if hurricane harvey was a precursor/warning of the storms to come(irma,jose and a tropical depression forming in the gulf)";;;;"905267690796974080";https://twitter.com/xDEADMAN108/status/905267690796974080
Exercisms_;2017-09-05 21:06;0;2;"Hurricane Harvey , Hurricane Irma, Hurricane Jose is forming in 24-36 hours & a tropical depression is supposed to hit mexico. Were all dead.";;;;"905250807762870272";https://twitter.com/Exercisms_/status/905250807762870272
SoFLGroup;2017-09-05 20:50;0;1;"Harvey jumped from tropical depression to a cat 4 hurricane in 60 hours, 2.5 days. Floridans have 4 day warning on a category 5. #gtfo #fl";;;#gtfo #fl;"905246692462784512";https://twitter.com/SoFLGroup/status/905246692462784512
Scubagirl777;2017-09-05 20:34;0;0;"Harvey , Irma, Jose, tropical depression #13; maybe the US should have stayed in the Paris Agreement. @realDonaldTrump #Karma";;@realDonaldTrump;#13 #Karma;"905242780892573700";https://twitter.com/Scubagirl777/status/905242780892573700
OnWeather1;2017-09-05 20:22;0;0;"Tropical Depression Harvey and Tropical Storm Irma, August 31,2017 09:15UTC http:// kzq.cz/OTngu pic.twitter.com/WX4A0yUapF";;;;"905239639421681671";https://twitter.com/OnWeather1/status/905239639421681671
writermelle;2017-09-05 18:32;1;1;"Tropical Depression 13 has developed in the Gulf...you know, the one they said wouldn't form...in the same place Harvey developed...? Yeah.";;;;"905211955564212224";https://twitter.com/writermelle/status/905211955564212224
KSinCFL;2017-09-05 18:21;0;0;"We had a tropical depression off FL west coast, had lots of rain in Cent FL over the past two weeks during Harvey .";;;;"905209426080133120";https://twitter.com/KSinCFL/status/905209426080133120
ThinkItPositive;2017-09-05 18:00;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/1JHXGfAJK";;;;"905203907101642754";https://twitter.com/ThinkItPositive/status/905203907101642754
blumooons;2017-09-05 17:50;0;1;"Which is what they say HAARP is doin, While hurricane Harvey was still a tropical depression .. Houston wasn't in the direct path.. pic.twitter.com/7pwVlAarik";;;;"905201406814117888";https://twitter.com/blumooons/status/905201406814117888
KcharlesNewsNow;2017-09-05 17:10;1;0;"Harvey , Irma... now there's Jose AND Tropical Depression 13. This is such a nightmare!";;;;"905191523167424512";https://twitter.com/KcharlesNewsNow/status/905191523167424512
LoveKnowledgeHQ;2017-09-05 17:00;0;0;""Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... http:// fb.me/wb8sdA2Y";;;;"905188805543690240";https://twitter.com/LoveKnowledgeHQ/status/905188805543690240
R3start3d;2017-09-05 16:42;0;0;"Hurricane Harvey , Hurricane Irma, Tropical storm Jose (will most likey be a hurricane) and tropical depression 13. #IrmaHurricane";;;#IrmaHurricane;"905184476342480897";https://twitter.com/R3start3d/status/905184476342480897
christine_737;2017-09-05 16:00;0;0;"Hurricane Harvey , Hurricane Irma, TS Jose and Tropical Depression 13. I need to move inland. But not toward tornados.";;;;"905173873976598528";https://twitter.com/christine_737/status/905173873976598528
Railway_News;2017-09-05 14:00;0;0;"Tropical Depression Harvey continues to cause major rail disruptions http:// bit.ly/2gsA8yF";;;;"905143729568219137";https://twitter.com/Railway_News/status/905143729568219137
lauren062497;2017-09-05 13:55;0;1;"And the remnants of harvey are brewing into a tropical depression or storm again and heading for the Texas coast again.";;;;"905142288694878208";https://twitter.com/lauren062497/status/905142288694878208
OurWorldsView;2017-09-05 12:25;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/wMHQyZXQ";;;;"905119727281942528";https://twitter.com/OurWorldsView/status/905119727281942528
TeazherMO;2017-09-05 12:09;0;0;"The Tropical Depression tour: Hurricane Harvey b2b Hurricane Irma on the main stage.";;;;"905115753321349120";https://twitter.com/TeazherMO/status/905115753321349120
Kheldarn;2017-09-05 11:48;0;0;"Seriously, Irma, there's no need to compete with Harvey . Calm down, and go back to being a tropical depression .";;;;"905110417290268672";https://twitter.com/Kheldarn/status/905110417290268672
jayesh_kashyap;2017-09-05 09:50;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/4cDZ68Xc4";;;;"905080707445227520";https://twitter.com/jayesh_kashyap/status/905080707445227520
StarWars7345687;2017-09-05 09:39;0;2;"Update: Harvey : Tropical Depression . Irma: Category 5 Hurricane. Largest City in Path: Harvey : Washington, DC. Irma: Miami, Florida.";;;;"905077810896801793";https://twitter.com/StarWars7345687/status/905077810896801793
NeogenCorp;2017-09-05 07:10;0;1;"Tropical Depression Harvey Drenches Delta Farmers with Harvest Underway https://www. dtnpf.com/agriculture/we b/ag/news/article/2017/09/01/tropical-depression-harvey-drenches?referrer=twitter#.Wa6UNoZdO1A.twitter …";;;#;"905040452633714688";https://twitter.com/NeogenCorp/status/905040452633714688
seofixup;2017-09-05 02:26;0;0;"SOS Alert Tropical Depression Harvey Gulf Coast,United States #keepsafe #besafe #takecaretexas https:// lnkd.in/fDQqnAk";;;#keepsafe #besafe #takecaretexas;"904968861715501056";https://twitter.com/seofixup/status/904968861715501056
Bigfan_Gamer;2017-09-04 19:14;0;0;"Information about Tropical Depression Harvey in Google Search https:// g.co/kgs/C42PNB it is going to here half of it be prepared";;;;"904860306098270208";https://twitter.com/Bigfan_Gamer/status/904860306098270208
dblSpEk;2017-09-04 13:25;0;0;"Harvey went from a tropical depression , then a C4 hurricane after being seeded, did the Deep State seed Irma? @StateDept @DHSgov pic.twitter.com/SZ4ME8R4g0";;@StateDept @DHSgov;;"904772457600499713";https://twitter.com/dblSpEk/status/904772457600499713
Expose_The_Real;2017-09-04 12:38;0;1;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/ZtFpeTdE";;;;"904760574545977344";https://twitter.com/Expose_The_Real/status/904760574545977344
GoodMenProject;2017-09-04 12:31;3;2;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/1m2Zb0KGt";;;;"904758757787348998";https://twitter.com/GoodMenProject/status/904758757787348998
RicochetEJHill;2017-09-04 12:18;0;3;"Obviously they were impressed with what Harvey did to Texas and want to use him up. Mets are their own tropical depression .";;;;"904755444698279937";https://twitter.com/RicochetEJHill/status/904755444698279937
everythingbiker;2017-09-04 12:14;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/1i61JjqCr";;;;"904754680198303747";https://twitter.com/everythingbiker/status/904754680198303747
younews_in;2017-09-04 09:06;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/8K7Gcc8XN";;;;"904707279185887232";https://twitter.com/younews_in/status/904707279185887232
ulisesmcarlin;2017-09-04 07:14;0;0;"HOWEVER, Harvey has weakened to a tropical depression now & Plotz's whole concern seems to be about a global warming doomsday.";;;;"904679018242482176";https://twitter.com/ulisesmcarlin/status/904679018242482176
WordnewsUs;2017-09-04 00:30;0;0;"The hurricane " Harvey " has weakened to a tropical depression — Rambler News Service http:// wordnews.us/articles/the-h urricane-40534 …";;;;"904577280701235206";https://twitter.com/WordnewsUs/status/904577280701235206
OnWeather1;2017-09-03 23:32;0;0;"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 http:// aqz.es/FkPem pic.twitter.com/E8oKm1xuaD";;;;"904562671713787904";https://twitter.com/OnWeather1/status/904562671713787904
MissMeganMai;2017-09-03 23:27;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/5PrLCIeVL";;;;"904561446876532736";https://twitter.com/MissMeganMai/status/904561446876532736
trumpathon;2017-09-03 21:53;0;0;"Harvey weakens to a tropical depression http:// trumpathon.com/harvey-weakens -to-a-tropical-depression/ … pic.twitter.com/cuQyht1Amb";;;;"904537932870144000";https://twitter.com/trumpathon/status/904537932870144000
macro_blogs;2017-09-03 20:22;1;0;"Oil Futures Slide on Tropical Depression Harvey Concerns #CommodityBlog https:// macro.economicblogs.org/commodity-blog /2017/08/moran-oil-futures-depression-harvey-concerns/ …";;;#CommodityBlog;"904514881629675520";https://twitter.com/macro_blogs/status/904514881629675520
cigarcoffee;2017-09-03 19:02;0;0;"Gift from Tropical Depression Harvey . The good news, it didn't hit the house. The bad news, insurance only covers trees that hit the house. pic.twitter.com/xl6l78ervd";;;;"904494960921202689";https://twitter.com/cigarcoffee/status/904494960921202689
acyukawa;2017-09-03 18:43;1;14;"I was told hurricane Harvey has weakened to a tropical depression . Just like me.";;;;"904490175518175232";https://twitter.com/acyukawa/status/904490175518175232
FedExHelp;2017-09-03 15:57;0;0;"​The remnants of Tropical Depression Harvey are causing hazardous conditions in Texas and Louisiana.";;;;"904448328305430528";https://twitter.com/FedExHelp/status/904448328305430528
charliegirl1221;2017-09-03 15:29;0;0;"Information about Tropical Depression Harvey in Google Search https:// g.co/kgs/qSyyF7";;;;"904441214077870080";https://twitter.com/charliegirl1221/status/904441214077870080
ItWeirdfact;2017-09-03 13:30;1;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/wm9wAlgk";;;;"904411197969010688";https://twitter.com/ItWeirdfact/status/904411197969010688
RealProgressUS;2017-09-03 12:55;1;0;"Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... http:// fb.me/1EEtHlvvQ";;;;"904402409623097344";https://twitter.com/RealProgressUS/status/904402409623097344
oregonvt;2017-09-03 11:32;0;0;"change.” Even after it was downgraded to a tropical storm and finally a tropical depression , Harvey just hovered over the Houston area,";;;;"904381555430354944";https://twitter.com/oregonvt/status/904381555430354944
RachelAButera;2017-09-03 10:45;0;21;"They're calling Harvey a Tropical Depression but I call LA that every day.";;;;"904369647658582016";https://twitter.com/RachelAButera/status/904369647658582016
GaCowGirl1;2017-09-03 10:28;0;0;"Tropical Depression Harvey batters Texas https:// usat.ly/2xOl1mw via @USATODAY";;@USATODAY;;"904365572154118144";https://twitter.com/GaCowGirl1/status/904365572154118144
Indivisible337;2017-09-03 09:25;0;0;"HURRICANE HARVEY /AGRICULTURE Tropical Depression Harvey Drenches Delta Farmers with Harvest Underway https://www. dtnpf.com/agriculture/we b/ag/news/crops/article/2017/09/01/tropical-depression-harvey-drenches-2?referrer=twitter#.WawQxQNZEfo.twitter …";;;#;"904349633027170306";https://twitter.com/Indivisible337/status/904349633027170306
Dayra_Beltre;2017-09-03 08:18;0;0;"Tropical Depression Harvey batters Texas https:// usat.ly/2xOl1mw via @USATODAY";;@USATODAY;;"904332884068245505";https://twitter.com/Dayra_Beltre/status/904332884068245505
TweetBeingWoman;2017-09-03 08:06;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/zxu55lZc";;;;"904329655695446025";https://twitter.com/TweetBeingWoman/status/904329655695446025
FreedomNetNews;2017-09-03 07:39;0;0;"Flooding persists as Harvey downgraded to tropical depression . https://www. washingtonpost.com/graphics/2017/ national/harvey-impact/?utm_term=.9a7ebae1ce0d …";;;;"904323005202829312";https://twitter.com/FreedomNetNews/status/904323005202829312
OnWeather1;2017-09-03 03:03;0;0;"Tropical Depression Harvey and Tropical Storm Irma, August 31,2017 09:15UTC http:// kzq.cz/OTngu pic.twitter.com/LyVNxY9sKp";;;;"904253388606513152";https://twitter.com/OnWeather1/status/904253388606513152
Taylor05096788;2017-09-02 21:58;0;0;"Information about Tropical Depression Harvey in Google Search https:// g.co/kgs/BQ3Z2p";;;;"904176633749352448";https://twitter.com/Taylor05096788/status/904176633749352448
DRandall;2017-09-02 21:29;0;0;"Tropical Depression Harvey batters Texas https://www. usatoday.com/picture-galler y/news/nation/2017/08/23/tropical-depression-harvey-batters-texas/104899472/ …";;;;"904169548001275905";https://twitter.com/DRandall/status/904169548001275905
bluenailroofing;2017-09-02 19:23;0;0;"Tropical Depression Harvey Arrives in the Tennessee Valley With Flood Threat From the Lower Mississippi Valley to... http:// fb.me/8UpKybAIZ";;;;"904137829311160320";https://twitter.com/bluenailroofing/status/904137829311160320
DarkSongofNight;2017-09-02 19:11;0;1;"Yes, hurricane Harvey did get stronger. It was unreal! I live in northern MS and it was still a tropical depression when it went over us.";;;;"904134652352389121";https://twitter.com/DarkSongofNight/status/904134652352389121
Jaimarie13;2017-09-02 19:11;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/2sh3X9TVQ";;;;"904134600368066560";https://twitter.com/Jaimarie13/status/904134600368066560
ohimsorryy;2017-09-02 18:47;0;0;"It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http:// fb.me/3jsZ8Lyx7";;;;"904128743223975936";https://twitter.com/ohimsorryy/status/904128743223975936
MemphisFlyer;2017-09-02 18:30;2;2;"Tropical Depression Harvey Leaves Thousands Without Power, Full Restoration Expected by Sunday http:// bit.ly/2eMip1s pic.twitter.com/xRkgmo1Kp9";;;;"904124348612694016";https://twitter.com/MemphisFlyer/status/904124348612694016
Adelaide_Now;2017-09-02 17:53;0;0;"Tropical Depression Harvey : Donald and Melania Trump visit flood-ravaged Texas http:// ift.tt/2etKKt6 #news";;;#news;"904115027304644608";https://twitter.com/Adelaide_Now/status/904115027304644608
BestMother1211;2017-09-02 17:49;0;0;"Ya I love rain renmants of Hurricane how Tropical Storm now Tropical Depression Harvey is here! Much needed rain in NY and Atlantic Beaches.";;;;"904114132563230720";https://twitter.com/BestMother1211/status/904114132563230720
TrumpTrackerz;2017-09-02 17:21;0;0;"Tropical Depression Harvey : Donald and Melania Trump visit flood-ravaged Texas - http://www. trumptracker.news/2017/09/02/tro pical-depression-harvey-donald-and-melania-trump-visit-flood-ravaged-texas/ …";;;;"904107016259559425";https://twitter.com/TrumpTrackerz/status/904107016259559425
WalnutportCom;2017-09-02 16:05;0;0;"Hurricane Harvey , later downgraded to a tropical depression , broke multiple records as it lashed Texas for five... http:// fb.me/xZ0sOfJc";;;;"904088020520972294";https://twitter.com/WalnutportCom/status/904088020520972294
alexx_a16;2017-09-02 15:30;0;0;"!! TROPICAL DEPRESSION HARVEY !! Your donation enables the American Red Cross to respond and help people recover. http:// gf.me/u/ckt83x";;;;"904078995322421248";https://twitter.com/alexx_a16/status/904078995322421248
NC5;2017-09-02 15:14;2;6;"ICYMI: People weren't the only ones who suffered from the remnants of Tropical Depression Harvey in the midstate: http:// on.nc5.co/2xEn39H";;;;"904075133492617216";https://twitter.com/NC5/status/904075133492617216
MikePinola;2017-09-02 15:11;1;0;"Matt Harvey has been downgraded to a tropical depression .";;;;"904074258267201536";https://twitter.com/MikePinola/status/904074258267201536
NLL;2017-09-02 14:35;8;13;"The @RocKnighthawks are supporting those in need in Texas after Tropical Depression #Harvey . Make a donation here http:// bit.ly/2exPpOj pic.twitter.com/EISiiMRxPB";;@RocKnighthawks;#Harvey;"904065206652989440";https://twitter.com/NLL/status/904065206652989440
guzenko_ala;2017-09-02 14:09;0;0;"Tropical Depression Harvey : Donald, Melania Trump visit Texas http:// ift.tt/2x0GqN9";;;;"904058699588788224";https://twitter.com/guzenko_ala/status/904058699588788224
eraap1q27;2017-09-02 14:02;0;0;"Tropical Depression Harvey : Donald, Melania Trump visit Texas http:// ift.tt/2x0GqN9";;;;"904057026682212352";https://twitter.com/eraap1q27/status/904057026682212352
Demandnewspaper;2017-09-02 14:02;0;0;"Tropical Depression Harvey : Donald and Melania Trump visit flood-ravaged Texas http://www. news.com.au/technology/env ironment/tropical-depression-harvey-donald-and-melania-trump-visit-floodravaged-texas/news-story/3b48b8390172d18b552394acaebb7586 …";;;;"904056849519046656";https://twitter.com/Demandnewspaper/status/904056849519046656
Pops_Universe;2017-09-02 13:45;0;1;"Matt Harvey has been downgraded to a Tropical Depression";;;;"904052732771926017";https://twitter.com/Pops_Universe/status/904052732771926017
MikeMitchNH;2017-09-02 13:38;11;60;"Matt Harvey has been downgraded to a tropical depression .";;;;"904050829929406466";https://twitter.com/MikeMitchNH/status/904050829929406466
josh3302;2017-09-02 13:30;0;1;"It appears the Astros plan on beating up Tropical Depression Harvey";;;;"904048790524633093";https://twitter.com/josh3302/status/904048790524633093
Yawdinn;2017-09-02 12:16;2;1;"Please donate to a student drive for coupons used to buy supplies for those affected by Tropical Depression Harvey . https://www. gofundme.com/coupon-for-har vey …";;;;"904030318549770242";https://twitter.com/Yawdinn/status/904030318549770242
Slim_HardawayJr;2017-09-02 12:16;0;0;"Matt Harvey is about as effective as a tropical depression at this point. https:// twitter.com/brianmctaggart /status/904005352018108419 …";;;;"904030251042398212";https://twitter.com/Slim_HardawayJr/status/904030251042398212
saminabashir04;2017-09-02 11:57;0;0;"As the world focuses on Texas after Tropical Depression Harvey , more than 1,200 people have been killed in monsoon flooding in South Asia.";;;;"904025561147867137";https://twitter.com/saminabashir04/status/904025561147867137
simplybotansoap;2017-09-02 11:50;0;0;"Tropical Depression Harvey batters Texas https://www. usatoday.com/picture-galler y/news/nation/2017/08/23/tropical-depression-harvey-batters-texas/104899472/ …";;;;"904023670363914240";https://twitter.com/simplybotansoap/status/904023670363914240
youkaiwatch2014;2017-09-02 10:09;0;0;"the latest news on Tropical Depression Harvey ヒューストンでの災害関連ニュース（9月2日現地時間　朝の9:25 p.m.まで） 時系列で何があったかを掲載 2017/09/03 午前0時09分記 https:// twitter.com/AP/status/9037 49594139566083 …";;;;"903998237387849728";https://twitter.com/youkaiwatch2014/status/903998237387849728
Teawhiz;2017-09-02 10:00;0;0;"Information about Tropical Depression Harvey in Google Search https:// g.co/kgs/6hWerB";;;;"903995997210238976";https://twitter.com/Teawhiz/status/903995997210238976
rockuntildawn;2017-09-02 09:47;0;0;"Tropical depression Harvey is disappearing now https:// radar.weather.gov/ridge/Conus/ce ntgrtlakes_loop.php …";;;;"903992704635465730";https://twitter.com/rockuntildawn/status/903992704635465730
adityapandya;2017-09-02 09:18;0;0;"Harvey has gone from being a Hurricane to a Tropical Storm to a Tropical Depression . Damage done is still catastrophic.";;;;"903985383570014208";https://twitter.com/adityapandya/status/903985383570014208
wxornotBG;2017-09-02 08:55;7;6;"4 of top 5 @kymesonet rain totals from Tropical Depression Harvey located in our area. Barren Co & Logan Co both received over 8"! pic.twitter.com/hSoLhtJMzj";;@kymesonet;;"903979776733581312";https://twitter.com/wxornotBG/status/903979776733581312
Dayra_Beltre;2017-09-02 08:43;0;0;"Tropical Depression Harvey batters Texas https:// usat.ly/2xOl1mw via @USATODAY";;@USATODAY;;"903976789361471488";https://twitter.com/Dayra_Beltre/status/903976789361471488
mePlinchat;2017-09-02 08:38;0;0;"Tropical Depression Harvey batters Texas https://www. usatoday.com/picture-galler y/news/nation/2017/08/23/tropical-depression-harvey-batters-texas/104899472/ …";;;;"903975430910332930";https://twitter.com/mePlinchat/status/903975430910332930
heralddispatch;2017-09-02 08:27;0;0;"Remnants of Tropical Depression Harvey bring rain to region http://www. herald-dispatch.com/news/remnants- of-tropical-depression-harvey-bring-rain-to-region/article_09d377fa-166f-5115-b18c-55fea5b6c673.html#utm_campaign=blox&utm_source=twitter&utm_medium=social …";;;#utm_campaign;"903972579324694532";https://twitter.com/heralddispatch/status/903972579324694532
OnWeather1;2017-09-02 03:38;0;0;"Tropical Depression Harvey and Tropical Storm Irma, August 31,2017 09:15UTC http:// kzq.cz/OTngu pic.twitter.com/bQUaizS0nv";;;;"903899809303609345";https://twitter.com/OnWeather1/status/903899809303609345
AntiRacismTv;2017-09-02 00:43;0;0;"Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... http:// fb.me/6xkgpc7fw";;;;"903855901764980740";https://twitter.com/AntiRacismTv/status/903855901764980740
UnitedNewsofUSA;2017-09-01 22:42;0;0;"HOUSTON (AP) - The Latest on Tropical Depression Harvey (all times local): 9:25 p.m. Three more… https:// goo.gl/fb/YtkgXv @UnitedNewsofUSA";;@UnitedNewsofUSA;;"903825540401946624";https://twitter.com/UnitedNewsofUSA/status/903825540401946624
opaman;2017-09-01 22:34;0;0;"HEAR YEE HEAR YEE WELL IT'S CLOUDY IN DETROIT DUE TO TROPICAL DEPRESSION HARVEY . NOW I CAN'T WATCH ASTEROID FLORENCE'S TRAJECTORY CHANGES.";;;;"903823504394649600";https://twitter.com/opaman/status/903823504394649600
inusanewscom;2017-09-01 22:03;0;0;"(Sacbee) The #Latest : #Confirmed Harvey -related death toll now 42 : The Latest on Tropical Depression Harvey .. https://www. inusanews.com/article/360704 41701/latest-confirmed …";;;#Latest #Confirmed;"903815674417446912";https://twitter.com/inusanewscom/status/903815674417446912
Lscmelo;2017-09-01 21:45;0;0;"The Latest: Confirmed Harvey -related death toll now 42 - HOUSTON (AP) — The Latest on Tropical Depression Harve... http:// ow.ly/uaOi50dNL7w";;;;"903811203671130112";https://twitter.com/Lscmelo/status/903811203671130112
B4_Data_Lore;2017-09-01 21:24;0;0;"Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... http:// fb.me/7mN7rmkDL";;;;"903805826707709952";https://twitter.com/B4_Data_Lore/status/903805826707709952
ksannews;2017-09-01 21:17;0;1;"While Harvey has moved on to other parts of America, now as a tropical depression , parts of Texas are still... http:// fb.me/vFLLii6W";;;;"903803983185276929";https://twitter.com/ksannews/status/903803983185276929
thvvtchvvulf;2017-09-01 20:32;0;0;"Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https:// youtu.be/kTaIbDdeAes via @YouTube";;@YouTube;;"903792725862080513";https://twitter.com/thvvtchvvulf/status/903792725862080513
ThreeSonorans;2017-09-01 19:39;0;0;"Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... http:// fb.me/7mN7rmkDL";;;;"903779414009274368";https://twitter.com/ThreeSonorans/status/903779414009274368
_CarolinaBeach;2017-09-01 19:17;0;1;"The Latest: Beaumont reveals few details about water plans - The Latest on Tropical Depression Harvey (all time... http:// ow.ly/4C9L50dNAd5";;;;"903773847866003456";https://twitter.com/_CarolinaBeach/status/903773847866003456
dubvNOW;2017-09-01 18:45;0;0;"The Latest: Fire at Houston-area chemical plant - HOUSTON (AP) — The Latest on Tropical Depression Harvey (all ... http:// ow.ly/4xP650dNx5c";;;;"903765877774016512";https://twitter.com/dubvNOW/status/903765877774016512
PLLWWEFanatic08;2017-09-01 18:34;0;0;"rainy since we are getting the remnants of the then Hurricane Harvey it's now a tropical depression .";;;;"903763014956048389";https://twitter.com/PLLWWEFanatic08/status/903763014956048389
MensHealthCa;2017-09-01 18:13;0;1;"Though now downgraded from its hurricane status by the National Hurricane Center, Tropical Depression Harvey has... http://www. mensjournal.com/gear/articles/ yeti-is-the-latest-to-offer-disaster-relief-for-victims-of-harvey-w500547 …";;;;"903757626705629184";https://twitter.com/MensHealthCa/status/903757626705629184
rockuntildawn;2017-09-01 17:53;0;0;"Tropical depression Harvey has freshened up the air here in Louisville, KY.";;;;"903752687765901313";https://twitter.com/rockuntildawn/status/903752687765901313
rockuntildawn;2017-09-01 17:47;0;0;"Tropical depression Harvey is parked right above Louisville, KY. https:// radar.weather.gov/ridge/Conus/ce ntgrtlakes_loop.php …";;;;"903751263376027648";https://twitter.com/rockuntildawn/status/903751263376027648
ZCirco;2017-09-01 17:26;0;0;"Harvey is a Tropical Depression ? Sounds like me on vacation. haha";;;;"903745979228225538";https://twitter.com/ZCirco/status/903745979228225538
PLinLosAngeles;2017-09-01 17:26;0;1;"ALERT: Tropical Depression Harvey is beginning to lose its tropical characteristics as heavy rain spreads into the Ohio Valley pic.twitter.com/0omwxtKsJB";;;;"903745878153994240";https://twitter.com/PLinLosAngeles/status/903745878153994240
DNAruta;2017-09-01 16:39;0;0;"“State of emergency declared for Tropical Depression Emily” by @WESH What happened to F and G? Then Harvey ? https:// twitter.com/i/moments/8921 25212652834816 …";;@WESH;;"903734061709090816";https://twitter.com/DNAruta/status/903734061709090816
opaman;2017-09-01 16:21;0;0;"HEAR YEE HEAR YEE FLOOD WARNING FROM HIGH WINDS FOR GROSSE ISLE/MONROE COUNTY SATURDAY. TROPICAL DEPRESSION HARVEY TOO CLOSE FOR COMFORT-BOO";;;;"903729519156178945";https://twitter.com/opaman/status/903729519156178945
SheliaOConnor;2017-09-01 15:34;4;7;"We are in Lake Charles, LA where they caught the remnants of Tropical Depression Harvey . I'll have updates throughout the weekend @waff48 pic.twitter.com/hup1VQEZPH";;@waff48;;"903717807522709504";https://twitter.com/SheliaOConnor/status/903717807522709504
wxexeter;2017-09-01 15:34;0;2;"Tropical Depression Harvey has moved out of Tennessee but still is impacting most of Kentucky, Indiana, and Ohio! pic.twitter.com/GhHzUYo2GM";;;;"903717725381562370";https://twitter.com/wxexeter/status/903717725381562370
GovMaryFallin;2017-09-01 15:27;3;18;"I'm asking Oklahomans to pray for victims of Tropical Depression Harvey and first responders offering assistance. https:// lnks.gd/2/5V-z2R";;;;"903715845670670340";https://twitter.com/GovMaryFallin/status/903715845670670340
argos_suck;2017-09-01 15:17;0;0;"The leading edge of the tropical depression #Harvey view! Nice!";;;#Harvey;"903713519496962048";https://twitter.com/argos_suck/status/903713519496962048
StormCaster95;2017-09-01 15:14;0;0;"Tropical Depression #Harvey pic.twitter.com/rvqW706i3n";;;#Harvey;"903712633160949764";https://twitter.com/StormCaster95/status/903712633160949764
rockuntildawn;2017-09-01 15:13;0;0;"Kentuckiana is getting pretty saturated now by tropical depression Harvey https:// radar.weather.gov/Conus/index_li te_loop.php …";;;;"903712462473703425";https://twitter.com/rockuntildawn/status/903712462473703425
wkupublicradio;2017-09-01 15:12;2;0;"Tropical Depression Harvey Brings Heavy Rainfall to South Central Kentucky http://www. tinyurl.com/y8lbenld";;;;"903712111431442433";https://twitter.com/wkupublicradio/status/903712111431442433
