"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@russotalks Did you know a small hurricane is coming here too? Or some tropical depression or something I don't kno… https://t.co/GdfyDz5luK",FALSE,0,"russotalks",2017-09-07 20:37:04,TRUE,"905876473483071488","905892696895651840","863689794","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cole_sweeter",0,FALSE,FALSE,NA,NA
"2","@Mikel_Jollett Also, which ""same week"" are you referring too? Because Irma formed 9 DAYS after Harvey was in the Gu… https://t.co/UVoBwI3NB1",FALSE,0,"Mikel_Jollett",2017-09-07 12:13:44,TRUE,"905194157718700033","905766029296533505","594175899","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","UnderDunn",0,FALSE,FALSE,NA,NA
"3","RT @BostonJerry: Harvey went from tropical depression to Category 4 in three days bc the water in the Gulf of Mexico was 86 degrees. That's…",FALSE,0,NA,2017-09-07 05:05:18,FALSE,NA,"905658211423862786",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Keyshasays",72,TRUE,FALSE,NA,NA
"4","@CNN My experience going through 2 hurricanes and a stagnant tropical depression in Houston (NOT inc Harvey): FIVE… https://t.co/k2nYWvl8Qm",FALSE,1,"CNN",2017-09-07 03:51:53,TRUE,"905637388784984064","905639733748891648","759251","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MsPamelaM",0,FALSE,FALSE,NA,NA
"5","RT @DeeJones_: 1st Harvey formed and did damage then Irma started to form and Jose is right behind Irma as a tropical depression",FALSE,0,NA,2017-09-07 03:27:46,FALSE,NA,"905633664687632386",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DaT_Gator",2,TRUE,FALSE,NA,NA
"6","RT @DeeJones_: 1st Harvey formed and did damage then Irma started to form and Jose is right behind Irma as a tropical depression",FALSE,0,NA,2017-09-07 03:17:24,FALSE,NA,"905631057319526400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeJones_",2,TRUE,FALSE,NA,NA
"7","1st Harvey formed and did damage then Irma started to form and Jose is right behind Irma as a tropical depression",FALSE,0,"DeeJones_",2017-09-07 03:09:48,FALSE,"905628804223291392","905629146356834304","234105582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DeeJones_",2,FALSE,FALSE,NA,NA
"8","Harvey Soaks Southern Crops: Louisiana farmers took the brunt of the rain and crop damage. https://t.co/Pixe07Ro42",FALSE,0,NA,2017-09-07 01:30:09,FALSE,NA,"905604067673735169",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VoiceofLaAg",0,FALSE,FALSE,NA,NA
"9","@KadaburaDraws Good luck! I've got Harvey overhead here as a tropical depression, and it's still a pain",FALSE,1,"KadaburaDraws",2017-09-07 01:22:34,FALSE,"905593577350287360","905602156702642176","2893849749","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Just_D3sp",0,FALSE,FALSE,NA,NA
"10","Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/LCH7OGXF2L https://t.co/fFTC1MRfeO",FALSE,0,NA,2017-09-07 00:47:03,FALSE,NA,"905593219823484928",NA,"<a href=""https://buzcast.com"" rel=""nofollow"">Buzcast.com</a>","OnWeather1",0,FALSE,FALSE,NA,NA
"11","NEWS UPDATE
Tropical Depression Harvey

The death toll across the affected areas has risen to at least 70 - it coul… https://t.co/x8STRyjvaD",FALSE,0,NA,2017-09-06 22:18:02,TRUE,NA,"905555719826677765",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VWNControlDesk",0,FALSE,FALSE,NA,NA
"12","RT @JointOceanCI: Tropical depression to Category 4 in 48 hours: the science behind #HurricaneHarvey’s rapid intensification https://t.co/w…",FALSE,0,NA,2017-09-06 21:44:51,FALSE,NA,"905547367591510016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JaneLubchenco",1,TRUE,FALSE,NA,NA
"13","Tropical depression to Category 4 in 48 hours: the science behind #HurricaneHarvey’s rapid intensification https://t.co/wsMlokR8Bn",FALSE,0,NA,2017-09-06 20:56:00,FALSE,NA,"905535076699688960",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","JointOceanCI",1,FALSE,FALSE,NA,NA
"14","Hurricane Harvey

Texas under water

Hurricane Irma

Tropical storm Jose

Tropical depression katia 

DACA

California on fire 

TBC...",FALSE,1,NA,2017-09-06 19:28:50,FALSE,NA,"905513139210477568",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MissTexasStan",1,FALSE,FALSE,NA,NA
"15","House approves first installment of Hurricane Harvey disaster aid https://t.co/cVFUWc6JVC via @usatoday",FALSE,0,NA,2017-09-06 18:42:52,FALSE,NA,"905501571760447488",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ILoveourTikTik2",0,FALSE,FALSE,NA,NA
"16","@LeoHirsbrunner @Hesiod2k11 So the Tropical Depression in the Gulf got upgraded and got a name...that's where Harvey was born too.",FALSE,1,"LeoHirsbrunner",2017-09-06 18:25:37,FALSE,"905352817174556674","905497227807907840","18541450","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","darthstar99",0,FALSE,FALSE,NA,NA
"17","Harvey is gone. Irma is coming. Jose is close behind. And now there's another one!

https://t.co/UH8LG7wxCZ",FALSE,0,NA,2017-09-06 16:20:00,FALSE,NA,"905465615971999746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jsexton9",0,FALSE,FALSE,NA,NA
"18","@realDonaldTrump Harvey last week. Irma this week. Jose in the Atlantic right behind Irma. New tropical depression… https://t.co/wcbLMDG2qB",FALSE,2,"realDonaldTrump",2017-09-06 11:55:10,TRUE,"905383515302264832","905398969001549824","25073877","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KellyJGuide",0,FALSE,FALSE,NA,NA
"19","@DaltonGarafolo it stronger. Harvey was a tropical depression and turned into a category 5 within under 48 hours",FALSE,7,"newlonharper",2017-09-06 10:15:52,FALSE,"905373720574820353","905373978117763073","2465446927","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","newlonharper",0,FALSE,FALSE,NA,NA
"20","Hurricane Harvey, Hurricane Irma, Tropical Storm Jose, Tropical Depression THIRTEEN. Mother nature is angry!… https://t.co/4eIuhpIfSN",FALSE,1,NA,2017-09-06 06:03:44,TRUE,NA,"905310529425731584",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","zawmintu",0,FALSE,FALSE,NA,NA
"21","Ok so.... Hurricane Harvey, Irma, tropical storm José, &amp; NOW tropical depression 13 has formed in the gulf, like ri… https://t.co/CBfWMxiOON",FALSE,1,NA,2017-09-06 04:06:02,TRUE,NA,"905280906503622657",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Facey___",0,FALSE,FALSE,NA,NA
"22","What if hurricane harvey was a precursor/warning of the storms to come(irma,jose and a tropical depression forming in the gulf)",FALSE,0,NA,2017-09-06 03:13:31,FALSE,NA,"905267690796974080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xDEADMAN108",0,FALSE,FALSE,NA,NA
"23","Hurricane Harvey, Hurricane Irma, Hurricane Jose is forming in 24-36 hours &amp; a tropical depression is supposed to hit mexico. Were all dead.",FALSE,2,NA,2017-09-06 02:06:25,FALSE,NA,"905250807762870272",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Exercisms_",0,FALSE,FALSE,NA,NA
"24","Harvey jumped from tropical depression to a cat 4 hurricane in 60 hours, 2.5 days. Floridans have 4 day warning on a category 5.  
#gtfo #fl",FALSE,1,NA,2017-09-06 01:50:04,FALSE,NA,"905246692462784512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SoFLGroup",0,FALSE,FALSE,NA,NA
"25","Harvey, Irma, Jose, tropical depression #13; maybe the US should have stayed in the Paris Agreement. @realDonaldTrump #Karma",FALSE,0,NA,2017-09-06 01:34:32,FALSE,NA,"905242780892573700",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Scubagirl777",0,FALSE,FALSE,NA,NA
"26","@YPSportsChat A1b: Never try playing a football game in the remnants of a tropical depression. #YPSportsChat https://t.co/omB65HvI4n",FALSE,1,"YPSportsChat",2017-09-06 01:13:20,FALSE,"905236609704001536","905237448959164416","4737758608","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrianJLentz",0,FALSE,FALSE,NA,NA
"27","RT @writermelle: Tropical Depression 13 has developed in the Gulf...you know, the one they said wouldn't form...in the same place Harvey de…",FALSE,0,NA,2017-09-06 00:36:11,FALSE,NA,"905228096294592513",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","TuxiTalk1",1,TRUE,FALSE,NA,NA
"28","Tropical Depression 13 has developed in the Gulf...you know, the one they said wouldn't form...in the same place Harvey developed...? Yeah.",FALSE,1,NA,2017-09-05 23:32:02,FALSE,NA,"905211955564212224",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","writermelle",1,FALSE,FALSE,NA,NA
"29","@SherriWilkie We had a tropical depression off FL west coast, had lots of rain in Cent FL over the past two weeks during Harvey.",FALSE,0,"SherriWilkie",2017-09-05 23:21:59,FALSE,"905202661603115008","905209426080133120","553190985","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","KSinCFL",0,FALSE,FALSE,NA,NA
"30","RT @KcharlesNewsNow: @EricaANjax Harvey, Irma... now there's Jose AND Tropical Depression 13. This is such a nightmare!",FALSE,0,NA,2017-09-05 22:55:19,FALSE,NA,"905202713570545665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeairshelleWNCN",1,TRUE,FALSE,NA,NA
"31","Which is what they say HAARP is doin, While hurricane Harvey was still a tropical depression.. Houston wasn't in th… https://t.co/9Hq9LMTT5r",FALSE,1,"blumooons",2017-09-05 22:50:07,TRUE,"905200403276591106","905201406814117888","219461730","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blumooons",0,FALSE,FALSE,NA,NA
"32","@EricaANjax Harvey, Irma... now there's Jose AND Tropical Depression 13. This is such a nightmare!",FALSE,0,"EricaANjax",2017-09-05 22:10:51,FALSE,"905190587674058754","905191523167424512","2437126435","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KcharlesNewsNow",1,FALSE,FALSE,NA,NA
"33","Hurricane Harvey, Hurricane Irma, Tropical storm Jose (will most likey be a hurricane) and tropical depression 13. #IrmaHurricane",FALSE,0,NA,2017-09-05 21:42:51,FALSE,NA,"905184476342480897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","R3start3d",0,FALSE,FALSE,NA,NA
"34","Hurricane Harvey, Hurricane Irma, TS Jose and Tropical Depression 13. I need to move inland. But not toward tornados. ������",FALSE,0,NA,2017-09-05 21:00:43,FALSE,NA,"905173873976598528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","christine_737",0,FALSE,FALSE,NA,NA
"35","Tropical Depression Harvey continues to cause major rail disruptions https://t.co/h7XIDZrGAm",FALSE,0,NA,2017-09-05 19:00:56,FALSE,NA,"905143729568219137",NA,"<a href=""https://smarterqueue.com"" rel=""nofollow"">SmarterQueue</a>","Railway_News",0,FALSE,FALSE,NA,NA
"36","@CAM3R0NPH1L1P And the remnants of harvey are brewing into a tropical depression or storm again and heading  for the Texas coast again.",FALSE,1,"CAM3R0NPH1L1P",2017-09-05 18:55:13,FALSE,"905138090104287232","905142288694878208","854123004","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lauren062497",0,FALSE,FALSE,NA,NA
"37","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/Rj5CvYcJAT",FALSE,0,NA,2017-09-05 17:25:33,FALSE,NA,"905119727281942528",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","OurWorldsView",0,FALSE,FALSE,NA,NA
"38","The Tropical Depression tour: Hurricane Harvey b2b Hurricane Irma on the main stage.",FALSE,0,NA,2017-09-05 17:09:46,FALSE,NA,"905115753321349120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TeazherMO",0,FALSE,FALSE,NA,NA
"39","RT @Yawdinn: Please donate to a student drive for coupons used to buy supplies for those affected by Tropical Depression Harvey. https://t.…",FALSE,0,NA,2017-09-05 17:07:52,FALSE,NA,"905115275556782080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NISHITATANIS",2,TRUE,FALSE,NA,NA
"40","RT @Yawdinn: Please donate to a student drive for coupons used to buy supplies for those affected by Tropical Depression Harvey. https://t.…",FALSE,0,NA,2017-09-05 17:06:49,FALSE,NA,"905115010673848320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KaksKun",2,TRUE,FALSE,NA,NA
"41","Seriously, Irma, there's no need to compete with Harvey. Calm down, and go back to being a tropical depression.",FALSE,0,NA,2017-09-05 16:48:34,FALSE,NA,"905110417290268672",NA,"<a href=""http://mvilla.it/fenix"" rel=""nofollow"">Fenix for Android</a>","Kheldarn",0,FALSE,FALSE,NA,NA
"42","RT @NCottonCouncil: Harvey Soaks Southern Crops
Read more... https://t.co/Duti3R0Qd7 via @dtnpf",FALSE,0,NA,2017-09-05 15:59:44,FALSE,NA,"905098127354597376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","plummer4",1,TRUE,FALSE,NA,NA
"43","Harvey Soaks Southern Crops
Read more... https://t.co/Duti3R0Qd7 via @dtnpf",FALSE,1,NA,2017-09-05 15:35:14,FALSE,NA,"905091961866084352",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","NCottonCouncil",1,FALSE,FALSE,NA,NA
"44","RT @NWCC_Rangers: Tropical Depression Harvey Suspends Football Season-Opener vs Hinds. 

������Full story: https://t.co/4Vz6iP9ZRn https://t.co/…",FALSE,0,NA,2017-09-05 14:55:20,FALSE,NA,"905081922233225217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","preacherr_mann",4,TRUE,FALSE,NA,NA
"45","Update: Harvey: Tropical Depression. Irma: Category 5 Hurricane. Largest City in Path: Harvey: Washington, DC. Irma: Miami, Florida.",FALSE,2,NA,2017-09-05 14:39:00,FALSE,NA,"905077810896801793",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","StarWars7345687",0,FALSE,FALSE,NA,NA
"46","RT @NASAHurricane: Satellite Animation Shows Tropical Depression Harvey Moving Inland  
NOAA's GOES East satellite imagery  Aug. 29 to 31.…",FALSE,0,NA,2017-09-05 13:35:30,FALSE,NA,"905061832330797056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaeessrkDon",53,TRUE,FALSE,NA,NA
"47","Tropical Depression Harvey Drenches Delta Farmers with Harvest Underway https://t.co/1BA1l6uGgR",FALSE,1,NA,2017-09-05 12:10:33,FALSE,NA,"905040452633714688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NeogenCorp",0,FALSE,FALSE,NA,NA
"48","RT @BlueOceanTS: DTN report on the effects of Harvey on crops in southern America. Contact us for a free trial of DTN ProphetX. 
https://t.…",FALSE,0,NA,2017-09-05 09:50:59,FALSE,NA,"905005330857435136",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dugers",1,TRUE,FALSE,NA,NA
"49","DTN report on the effects of Harvey on crops in southern America. Contact us for a free trial of DTN ProphetX. 
https://t.co/2IkVMTt7iX",FALSE,0,NA,2017-09-05 09:48:25,FALSE,NA,"905004684427096064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BlueOceanTS",1,FALSE,FALSE,NA,NA
"50","SOS Alert
Tropical Depression Harvey
Gulf Coast,United States
#keepsafe #besafe #takecaretexas https://t.co/DESgpPYCG6",FALSE,0,NA,2017-09-05 07:26:04,FALSE,NA,"904968861715501056",NA,"<a href=""http://www.linkedin.com/"" rel=""nofollow"">LinkedIn</a>","seofixup",0,FALSE,FALSE,NA,NA
"51","RT @TexasTribune: #Harvey is approaching Texas. It is expected to make landfall at Corpus Christi. @callerdotcom has live coverage: https:/…",FALSE,0,NA,2017-09-05 05:11:32,FALSE,NA,"904935006023319552",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","djss1grgr",35,TRUE,FALSE,NA,NA
"52","@DRUDGE_REPORT Harvey went from a tropical depression, then a C4 hurricane after being seeded, did the Deep State s… https://t.co/TSW0pxWh1u",FALSE,0,"DRUDGE_REPORT",2017-09-04 18:25:38,TRUE,"904769331384352768","904772457600499713","14669951","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dblSpEk",0,FALSE,FALSE,NA,NA
"53","RT @GoodMenProject: It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http…",FALSE,0,NA,2017-09-04 17:39:30,FALSE,NA,"904760849033777152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Gemorace",3,TRUE,FALSE,NA,NA
"54","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/xj2sWTlCdD",FALSE,1,NA,2017-09-04 17:38:25,FALSE,NA,"904760574545977344",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Expose_The_Real",0,FALSE,FALSE,NA,NA
"55","RT @GoodMenProject: It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http…",FALSE,0,NA,2017-09-04 17:31:35,FALSE,NA,"904758857905324032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Sdiuord",3,TRUE,FALSE,NA,NA
"56","RT @GoodMenProject: It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... http…",FALSE,0,NA,2017-09-04 17:31:32,FALSE,NA,"904758842742890500",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MadameMoodle",3,TRUE,FALSE,NA,NA
"57","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/4fmhHNojB6",FALSE,2,NA,2017-09-04 17:31:12,FALSE,NA,"904758757787348998",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","GoodMenProject",3,FALSE,FALSE,NA,NA
"58","@SInow Obviously they were impressed with what Harvey did to Texas and want to use him up. Mets are their own tropical depression.",FALSE,3,"SInow",2017-09-04 17:18:02,FALSE,"904748420585463810","904755444698279937","28370738","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RicochetEJHill",0,FALSE,FALSE,NA,NA
"59","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/8fbbnskTIo",FALSE,0,NA,2017-09-04 17:14:59,FALSE,NA,"904754680198303747",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","everythingbiker",0,FALSE,FALSE,NA,NA
"60","RT @Shell_StormCtr: An update on Shell's preparations for Tropical Depression Harvey in the Gulf of Mexico has been posted. https://t.co/zR…",FALSE,0,NA,2017-09-04 15:38:37,FALSE,NA,"904730425205149696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","C_Coolidge",6,TRUE,FALSE,NA,NA
"61","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/5ioV1AVrFS",FALSE,0,NA,2017-09-04 14:06:38,FALSE,NA,"904707279185887232",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","younews_in",0,FALSE,FALSE,NA,NA
"62","@SlateGabfest @davidplotz HOWEVER, Harvey has weakened to a tropical depression now &amp; Plotz's whole concern seems t… https://t.co/saesNwoBAN",FALSE,0,"ulisesmcarlin",2017-09-04 12:14:20,TRUE,"904678923728035842","904679018242482176","211255105","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ulisesmcarlin",0,FALSE,FALSE,NA,NA
"63","RT @acyukawa: I was told hurricane Harvey has weakened to a tropical depression. Just like me.",FALSE,0,NA,2017-09-04 05:31:18,FALSE,NA,"904577589003649024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","afmeleta94",1,TRUE,FALSE,NA,NA
"64","The hurricane ""Harvey"" has weakened to a tropical depression — Rambler News Service https://t.co/ZKkm2CS31X",FALSE,0,NA,2017-09-04 05:30:04,FALSE,NA,"904577280701235206",NA,"<a href=""http://wordnews.us/"" rel=""nofollow"">wordnew us</a>","WordnewsUs",0,FALSE,FALSE,NA,NA
"65","RT @ItWeirdfact: It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https:/…",FALSE,0,NA,2017-09-04 05:17:28,FALSE,NA,"904574107517378560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jpelite1557",1,TRUE,FALSE,NA,NA
"66","RT @MercuryTwin: Tropical Storm Harvey moves farther into Louisiana https://t.co/GmfL9Y20oW via @upi",FALSE,0,NA,2017-09-04 04:52:17,FALSE,NA,"904567773749055488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SK8sandhu",1,TRUE,FALSE,NA,NA
"67","RT @MercuryTwin: Donald Trump donates $1M to Hurricane Harvey relief https://t.co/1s4CDtEkUz via @upi",FALSE,0,NA,2017-09-04 04:50:14,FALSE,NA,"904567257476472833",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SK8sandhu",1,TRUE,FALSE,NA,NA
"68","Nashville, TN Tropical Depression Harvey Flooding Closes I40 - 8/31/2017 https://t.co/LCH7OGXF2L https://t.co/E8oKm1xuaD",FALSE,0,NA,2017-09-04 04:32:01,FALSE,NA,"904562671713787904",NA,"<a href=""https://buzcast.com"" rel=""nofollow"">Buzcast.com</a>","OnWeather1",0,FALSE,FALSE,NA,NA
"69","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/TJdgBZHlHN",FALSE,0,NA,2017-09-04 04:27:09,FALSE,NA,"904561446876532736",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","MissMeganMai",0,FALSE,FALSE,NA,NA
"70","RT @metofficestorms: #Harvey weakens to a Tropical Depression, but heavy rain continues to fall over eastern Texas and western Louisiana ht…",FALSE,0,NA,2017-09-04 04:04:56,FALSE,NA,"904555856636858369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TeamPLsport_UK",16,TRUE,FALSE,NA,NA
"71","Harvey weakens to a tropical depression https://t.co/VQx2SlQ4Hb https://t.co/cuQyht1Amb",FALSE,0,NA,2017-09-04 02:53:43,FALSE,NA,"904537932870144000",NA,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","trumpathon",0,FALSE,FALSE,NA,NA
"72","RT @macro_blogs: Oil Futures Slide on Tropical Depression Harvey Concerns #CommodityBlog https://t.co/Ffd1CIPwb2",FALSE,0,NA,2017-09-04 01:25:08,FALSE,NA,"904515639875969024",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","DorganG",1,TRUE,FALSE,NA,NA
"73","Oil Futures Slide on Tropical Depression Harvey Concerns #CommodityBlog https://t.co/Ffd1CIPwb2",FALSE,0,NA,2017-09-04 01:22:07,FALSE,NA,"904514881629675520",NA,"<a href=""https://macro.economicblogs.org"" rel=""nofollow"">macro_blogs</a>","macro_blogs",1,FALSE,FALSE,NA,NA
"74","Gift from Tropical Depression Harvey. The good news, it didn't hit the house. The bad news, insurance only covers t… https://t.co/Odvj1fTSo4",FALSE,0,NA,2017-09-04 00:02:58,TRUE,NA,"904494960921202689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cigarcoffee",0,FALSE,FALSE,NA,NA
"75","I was told hurricane Harvey has weakened to a tropical depression. Just like me.",FALSE,14,NA,2017-09-03 23:43:57,FALSE,NA,"904490175518175232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","acyukawa",1,FALSE,FALSE,NA,NA
"76","Harvey weakens to tropical depression as death toll rises to 38 https://t.co/VIvFNeVOvh https://t.co/LByXdk84he",FALSE,0,NA,2017-09-03 23:20:06,FALSE,NA,"904484174584614912",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GoodvibrasCom",0,FALSE,FALSE,NA,NA
"77","@xtinebellard ​The remnants of Tropical Depression Harvey are causing hazardous conditions in Texas and Louisiana.",FALSE,0,"xtinebellard",2017-09-03 20:57:39,FALSE,"904446561790386176","904448328305430528","117915822","<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","FedExHelp",0,FALSE,FALSE,NA,NA
"78","Information about Tropical Depression Harvey in Google Search https://t.co/g9czwwiNHK",FALSE,0,NA,2017-09-03 20:29:23,FALSE,NA,"904441214077870080",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","charliegirl1221",0,FALSE,FALSE,NA,NA
"79","It took approximately 56 hours for Harvey to evolve from a tropical depression into a Category 4 hurricane just... https://t.co/rCwk2pKlXn",FALSE,0,NA,2017-09-03 18:30:07,FALSE,NA,"904411197969010688",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","ItWeirdfact",1,FALSE,FALSE,NA,NA
"80","RT @RealProgressUS: Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... https://t…",FALSE,0,NA,2017-09-03 18:00:53,FALSE,NA,"904403839549243392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","JenniferCWA",1,TRUE,FALSE,NA,NA
"81","Hurricane Harvey has been downgraded from a Category 4 hurricane to a tropical depression as it moves over... https://t.co/3AO5ffxncU",FALSE,0,NA,2017-09-03 17:55:12,FALSE,NA,"904402409623097344",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","RealProgressUS",1,FALSE,FALSE,NA,NA
"82","The latest on Tropical Depression Harvey: Harvey causing gasoline prices to jump https://t.co/CytZPAezP9 https://t.co/9KyzYZOhUA",FALSE,0,NA,2017-09-03 17:24:11,FALSE,NA,"904394605344337921",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","GoodvibrasCom",0,FALSE,FALSE,NA,NA
